VW, ArtistAndTitle, WeeksAndPeak, Rank, Week
neu,Kid Ink| Tyga| Wale| YG| Rich Homie Quan</b><br/>Ride Out</a>,W 1 | P 25,25,12.04.2015
VW 12,Stefanie Heinzmann</b><br/>In The End</a>,W 5 | P 9,26,12.04.2015
VW 40,Nicky Jam &amp; Enrique Iglesias</b><br/>El perdón</a>,W 2 | P 27,27,12.04.2015
VW 21,Kygo feat. Parson James</b><br/>Stole The Show</a>,W 2 | P 21,28,12.04.2015
VW 26,Robin Schulz feat. Jasmine Thompson</b><br/>Sun Goes Down</a>,W 29 | P 3,29,12.04.2015
VW 33,Sam Smith</b><br/>Stay With Me</a>,W 48 | P 6,30,12.04.2015
re,Lucio Dalla</b><br/>Caruso</a>,W 3 | P 16,31,12.04.2015
VW 45,Dodo</b><br/>Hippie-Bus</a>,W 7 | P 27,32,12.04.2015
VW 27,Lilly Wood &amp; The Prick and Robin Schulz</b><br/>Prayer In C (Robin Schulz Remix)</a>,W 44 | P 1,33,12.04.2015
VW 29,Sam Smith</b><br/>I'm Not The Only One</a>,W 30 | P 12,34,12.04.2015
VW 37,David Guetta feat. Sam Martin</b><br/>Dangerous</a>,W 22 | P 1,35,12.04.2015
VW 7,Rihanna</b><br/>Bitch Better Have My Money</a>,W 2 | P 7,36,12.04.2015
VW 34,Hoodie Allen feat. Ed Sheeran</b><br/>All About It</a>,W 4 | P 34,37,12.04.2015
VW 38,Taylor Swift</b><br/>Blank Space</a>,W 21 | P 12,38,12.04.2015
VW 32,AronChupa</b><br/>I'm An Albatraoz</a>,W 21 | P 6,39,12.04.2015
VW 25,Meghan Trainor</b><br/>Lips Are Movin</a>,W 13 | P 18,40,12.04.2015
VW 28,Meghan Trainor</b><br/>All About That Bass</a>,W 34 | P 1,41,12.04.2015
VW 43,Louane</b><br/>Avenir</a>,W 7 | P 42,42,12.04.2015
VW 39,Sia</b><br/>Chandelier</a>,W 47 | P 2,43,12.04.2015
VW 42,Kelly Clarkson</b><br/>Heartbeat Song</a>,W 6 | P 38,44,12.04.2015
VW 35,Avicii</b><br/>The Nights</a>,W 18 | P 17,45,12.04.2015
VW 41,Ariana Grande</b><br/>One Last Time</a>,W 7 | P 25,46,12.04.2015
VW 46,Taylor Swift</b><br/>Shake It Off</a>,W 34 | P 7,47,12.04.2015
VW 31,The Avener</b><br/>Fade Out Lines</a>,W 28 | P 3,48,12.04.2015
VW 73,Andreas Bourani</b><br/>Auf anderen Wegen</a>,W 21 | P 31,49,12.04.2015
VW 62,Olly Murs feat. Demi Lovato</b><br/>Up</a>,W 12 | P 42,50,12.04.2015
VW 36,John Legend</b><br/>All Of Me</a>,W 62 | P 1,51,12.04.2015
VW 52,Chris Brown x Tyga</b><br/>Ayo</a>,W 9 | P 43,52,12.04.2015
VW 47,Echosmith</b><br/>Cool Kids</a>,W 16 | P 9,53,12.04.2015
neu,Carly Rae Jepsen</b><br/>I Really Like You</a>,W 1 | P 54,54,12.04.2015
neu,Wiz Khalifa &amp; Iggy Azalea</b><br/>Go Hard Or Go Home</a>,W 1 | P 55,55,12.04.2015
VW 59,Christine And The Queens</b><br/>Christine</a>,W 9 | P 38,56,12.04.2015
VW 48,Johannes Oerding</b><br/>Alles brennt</a>,W 3 | P 34,57,12.04.2015
VW 56,Enrique Iglesias feat. Descemer Bueno / Gente De Zona</b><br/>Bailando</a>,W 49 | P 4,58,12.04.2015
VW 50,Charli XCX</b><br/>Break The Rules</a>,W 12 | P 13,59,12.04.2015
VW 57,Jessie J / Ariana Grande / Nicki Minaj</b><br/>Bang Bang</a>,W 35 | P 21,60,12.04.2015
VW 54,Philip George</b><br/>Wish You Were Mine</a>,W 9 | P 39,61,12.04.2015
VW 72,Helene Fischer</b><br/>Atemlos durch die Nacht</a>,W 72 | P 2,62,12.04.2015
VW 44,Pitbull &amp; Ne-Yo</b><br/>Time Of Our Lives</a>,W 5 | P 35,63,12.04.2015
VW 65,David Guetta feat. Emeli Sandé</b><br/>What I Did For Love</a>,W 8 | P 37,64,12.04.2015
neu,Sevyn Streeter</b><br/>How Bad Do You Want It (Oh Yeah)</a>,W 1 | P 65,65,12.04.2015
VW 68,Calvin Harris feat. John Newman</b><br/>Blame</a>,W 31 | P 4,66,12.04.2015
VW 58,James Newton Howard feat. Jennifer Lawrence</b><br/>The Hanging Tree</a>,W 18 | P 4,67,12.04.2015
VW 51,Müslüm</b><br/>La bambele</a>,W 13 | P 10,68,12.04.2015
VW 69,Pharrell Williams</b><br/>Happy</a>,W 71 | P 1,69,12.04.2015
VW 63,Galantis</b><br/>Runaway (U &amp; I)</a>,W 10 | P 42,70,12.04.2015
VW 64,Tove Lo</b><br/>Habits</a>,W 37 | P 3,71,12.04.2015
VW 74,Andreas Bourani</b><br/>Auf uns</a>,W 41 | P 2,72,12.04.2015
VW 70,Ariana Grande &amp; The Weeknd</b><br/>Love Me Harder</a>,W 20 | P 40,73,12.04.2015
VW 60,Mumford &amp; Sons</b><br/>Believe</a>,W 4 | P 47,74,12.04.2015
VW 61,Zedd feat. Selena Gomez</b><br/>I Want You To Know</a>,W 6 | P 50,75,12.04.2015
VW 1,Wiz Khalifa feat. Charlie Puth</b><br/>See You Again</a>,W 4 | P 1,1,19.04.2015
VW 2,Lost Frequencies</b><br/>Are You With Me</a>,W 11 | P 1,2,19.04.2015
VW 3,Omi</b><br/>Cheerleader (Felix Jaehn Remix)</a>,W 11 | P 1,3,19.04.2015
VW 6,Kygo feat. Conrad</b><br/>Firestone</a>,W 11 | P 4,4,19.04.2015
VW 4,Ellie Goulding</b><br/>Love Me Like You Do</a>,W 10 | P 1,5,19.04.2015
VW 5,Rihanna and Kanye West and Paul McCartney</b><br/>FourFiveSeconds</a>,W 12 | P 3,6,19.04.2015
VW 7,Mark Ronson feat. Bruno Mars</b><br/>Uptown Funk!</a>,W 22 | P 2,7,19.04.2015
VW 11,Felix Jaehn feat. Jasmine Thompson</b><br/>Ain't Nobody (Loves Me Better)</a>,W 2 | P 8,8,19.04.2015
VW 18,Major Lazer &amp; DJ Snake feat. MØ</b><br/>Lean On</a>,W 4 | P 9,9,19.04.2015
VW 16,Years &amp; Years</b><br/>King</a>,W 5 | P 10,10,19.04.2015
VW 8,Klingande feat. Broken Back</b><br/>Riva (Restart The Game)</a>,W 3 | P 6,11,19.04.2015
VW 10,Hozier</b><br/>Take Me To Church</a>,W 30 | P 1,12,19.04.2015
VW 9,The Weeknd</b><br/>Earned It</a>,W 13 | P 7,13,19.04.2015
VW 12,Maroon 5</b><br/>Sugar</a>,W 13 | P 10,14,19.04.2015
VW 19,Zara Larsson</b><br/>Uncover</a>,W 5 | P 13,15,19.04.2015
neu,Jason Derulo</b><br/>Want To Want Me</a>,W 1 | P 16,16,19.04.2015
VW 32,Dodo</b><br/>Hippie-Bus</a>,W 8 | P 17,17,19.04.2015
VW 13,James Bay</b><br/>Hold Back The River</a>,W 15 | P 4,18,19.04.2015
VW 27,Nicky Jam &amp; Enrique Iglesias</b><br/>El perdón</a>,W 3 | P 19,19,19.04.2015
VW 15,Ed Sheeran</b><br/>Thinking Out Loud</a>,W 25 | P 3,20,19.04.2015
VW 20,Robin Schulz feat. Ilsey</b><br/>Headlights</a>,W 2 | P 20,21,19.04.2015
neu,Madcon feat. Ray Dalton</b><br/>Don't Worry</a>,W 1 | P 22,22,19.04.2015
VW 28,Kygo feat. Parson James</b><br/>Stole The Show</a>,W 3 | P 21,23,19.04.2015
VW 14,Nickless</b><br/>Waiting</a>,W 6 | P 14,24,19.04.2015
VW 21,Sia feat. The Weeknd &amp; Diplo</b><br/>Elastic Heart</a>,W 14 | P 12,25,19.04.2015
VW 23,Flo Rida feat. Sage The Gemini &amp; Lookas</b><br/>G.D.F.R.</a>,W 14 | P 23,26,19.04.2015
VW 17,Lo &amp; Leduc</b><br/>Jung verdammt</a>,W 29 | P 2,27,19.04.2015
VW 36,Rihanna</b><br/>Bitch Better Have My Money</a>,W 3 | P 7,28,19.04.2015
VW 24,Calvin Harris feat. Ellie Goulding</b><br/>Outside</a>,W 26 | P 5,29,19.04.2015
VW 44,Kelly Clarkson</b><br/>Heartbeat Song</a>,W 7 | P 30,30,19.04.2015
VW 22,Kwabs</b><br/>Walk</a>,W 23 | P 4,31,19.04.2015
VW 33,Lilly Wood &amp; The Prick and Robin Schulz</b><br/>Prayer In C (Robin Schulz Remix)</a>,W 45 | P 1,32,19.04.2015
VW 43,Sia</b><br/>Chandelier</a>,W 48 | P 2,33,19.04.2015
VW 54,Carly Rae Jepsen</b><br/>I Really Like You</a>,W 2 | P 34,34,19.04.2015
VW 50,Olly Murs feat. Demi Lovato</b><br/>Up</a>,W 13 | P 35,35,19.04.2015
VW 29,Robin Schulz feat. Jasmine Thompson</b><br/>Sun Goes Down</a>,W 30 | P 3,36,19.04.2015
VW 37,Hoodie Allen feat. Ed Sheeran</b><br/>All About It</a>,W 5 | P 34,37,19.04.2015
VW 30,Sam Smith</b><br/>Stay With Me</a>,W 49 | P 6,38,19.04.2015
VW 51,John Legend</b><br/>All Of Me</a>,W 63 | P 1,39,19.04.2015
VW 46,Ariana Grande</b><br/>One Last Time</a>,W 8 | P 25,40,19.04.2015
VW 45,Avicii</b><br/>The Nights</a>,W 19 | P 17,41,19.04.2015
VW 25,Kid Ink| Tyga| Wale| YG| Rich Homie Quan</b><br/>Ride Out</a>,W 2 | P 25,42,19.04.2015
VW 52,Chris Brown x Tyga</b><br/>Ayo</a>,W 10 | P 43,43,19.04.2015
VW 39,AronChupa</b><br/>I'm An Albatraoz</a>,W 22 | P 6,44,19.04.2015
VW 34,Sam Smith</b><br/>I'm Not The Only One</a>,W 31 | P 12,45,19.04.2015
VW 40,Meghan Trainor</b><br/>Lips Are Movin</a>,W 14 | P 18,46,19.04.2015
VW 35,David Guetta feat. Sam Martin</b><br/>Dangerous</a>,W 23 | P 1,47,19.04.2015
VW 61,Philip George</b><br/>Wish You Were Mine</a>,W 10 | P 39,48,19.04.2015
VW 48,The Avener</b><br/>Fade Out Lines</a>,W 29 | P 3,49,19.04.2015
neu,Flo Rida feat. Chris Brown</b><br/>Here It Is</a>,W 1 | P 50,50,19.04.2015
re,Percy Sledge</b><br/>When A Man Loves A Woman</a>,W 6 | P 21,51,19.04.2015
VW 26,Stefanie Heinzmann</b><br/>In The End</a>,W 6 | P 9,52,19.04.2015
VW 60,Jessie J / Ariana Grande / Nicki Minaj</b><br/>Bang Bang</a>,W 36 | P 21,53,19.04.2015
VW 63,Pitbull &amp; Ne-Yo</b><br/>Time Of Our Lives</a>,W 6 | P 35,54,19.04.2015
VW 74,Mumford &amp; Sons</b><br/>Believe</a>,W 5 | P 47,55,19.04.2015
VW 42,Louane</b><br/>Avenir</a>,W 8 | P 42,56,19.04.2015
VW 41,Meghan Trainor</b><br/>All About That Bass</a>,W 35 | P 1,57,19.04.2015
VW 56,Christine And The Queens</b><br/>Christine</a>,W 10 | P 38,58,19.04.2015
VW 75,Zedd feat. Selena Gomez</b><br/>I Want You To Know</a>,W 7 | P 50,59,19.04.2015
VW 53,Echosmith</b><br/>Cool Kids</a>,W 17 | P 9,60,19.04.2015
VW 58,Enrique Iglesias feat. Descemer Bueno / Gente De Zona</b><br/>Bailando</a>,W 50 | P 4,61,19.04.2015
VW 71,Tove Lo</b><br/>Habits</a>,W 38 | P 3,62,19.04.2015
VW 66,Calvin Harris feat. John Newman</b><br/>Blame</a>,W 32 | P 4,63,19.04.2015
VW 38,Taylor Swift</b><br/>Blank Space</a>,W 22 | P 12,64,19.04.2015
VW 55,Wiz Khalifa &amp; Iggy Azalea</b><br/>Go Hard Or Go Home</a>,W 2 | P 55,65,19.04.2015
re,Clean Bandit feat. Jess Glynne</b><br/>Rather Be</a>,W 58 | P 2,66,19.04.2015
VW 47,Taylor Swift</b><br/>Shake It Off</a>,W 35 | P 7,67,19.04.2015
VW 68,Müslüm</b><br/>La bambele</a>,W 14 | P 10,68,19.04.2015
VW 69,Pharrell Williams</b><br/>Happy</a>,W 72 | P 1,69,19.04.2015
VW 73,Ariana Grande &amp; The Weeknd</b><br/>Love Me Harder</a>,W 21 | P 40,70,19.04.2015
VW 57,Johannes Oerding</b><br/>Alles brennt</a>,W 4 | P 34,71,19.04.2015
neu,Philipp Dittberner &amp; Marv</b><br/>Wolke 4</a>,W 1 | P 72,72,19.04.2015
neu,Martha Wainwright</b><br/>Dans le silence</a>,W 1 | P 73,73,19.04.2015
VW 64,David Guetta feat. Emeli Sandé</b><br/>What I Did For Love</a>,W 9 | P 37,74,19.04.2015
neu,Lo &amp; Leduc</b><br/>Bini bi dir</a>,W 1 | P 75,75,19.04.2015
VW 1,Wiz Khalifa feat. Charlie Puth</b><br/>See You Again</a>,W 5 | P 1,1,26.04.2015
VW 2,Lost Frequencies</b><br/>Are You With Me</a>,W 12 | P 1,2,26.04.2015
VW 3,Omi</b><br/>Cheerleader (Felix Jaehn Remix)</a>,W 12 | P 1,3,26.04.2015
VW 4,Kygo feat. Conrad</b><br/>Firestone</a>,W 12 | P 4,4,26.04.2015
VW 8,Felix Jaehn feat. Jasmine Thompson</b><br/>Ain't Nobody (Loves Me Better)</a>,W 3 | P 5,5,26.04.2015
VW 5,Ellie Goulding</b><br/>Love Me Like You Do</a>,W 11 | P 1,6,26.04.2015
VW 9,Major Lazer &amp; DJ Snake feat. MØ</b><br/>Lean On</a>,W 5 | P 7,7,26.04.2015
VW 6,Rihanna and Kanye West and Paul McCartney</b><br/>FourFiveSeconds</a>,W 13 | P 3,8,26.04.2015
VW 10,Years &amp; Years</b><br/>King</a>,W 6 | P 9,9,26.04.2015
VW 7,Mark Ronson feat. Bruno Mars</b><br/>Uptown Funk!</a>,W 23 | P 2,10,26.04.2015
VW 15,Zara Larsson</b><br/>Uncover</a>,W 6 | P 11,11,26.04.2015
VW 12,Hozier</b><br/>Take Me To Church</a>,W 31 | P 1,12,26.04.2015
VW 17,Dodo</b><br/>Hippie-Bus</a>,W 9 | P 13,13,26.04.2015
VW 14,Maroon 5</b><br/>Sugar</a>,W 14 | P 10,14,26.04.2015
VW 23,Kygo feat. Parson James</b><br/>Stole The Show</a>,W 4 | P 15,15,26.04.2015
VW 11,Klingande feat. Broken Back</b><br/>Riva (Restart The Game)</a>,W 4 | P 6,16,26.04.2015
VW 19,Nicky Jam &amp; Enrique Iglesias</b><br/>El perdón</a>,W 4 | P 17,17,26.04.2015
VW 16,Jason Derulo</b><br/>Want To Want Me</a>,W 2 | P 16,18,26.04.2015
VW 22,Madcon feat. Ray Dalton</b><br/>Don't Worry</a>,W 2 | P 19,19,26.04.2015
VW 21,Robin Schulz feat. Ilsey</b><br/>Headlights</a>,W 3 | P 20,20,26.04.2015
VW 18,James Bay</b><br/>Hold Back The River</a>,W 16 | P 4,21,26.04.2015
VW 13,The Weeknd</b><br/>Earned It</a>,W 14 | P 7,22,26.04.2015
VW 25,Sia feat. The Weeknd &amp; Diplo</b><br/>Elastic Heart</a>,W 15 | P 12,23,26.04.2015
VW 30,Kelly Clarkson</b><br/>Heartbeat Song</a>,W 8 | P 24,24,26.04.2015
VW 26,Flo Rida feat. Sage The Gemini &amp; Lookas</b><br/>G.D.F.R.</a>,W 15 | P 23,25,26.04.2015
VW 27,Lo &amp; Leduc</b><br/>Jung verdammt</a>,W 30 | P 2,26,26.04.2015
VW 31,Kwabs</b><br/>Walk</a>,W 24 | P 4,27,26.04.2015
VW 24,Nickless</b><br/>Waiting</a>,W 7 | P 14,28,26.04.2015
VW 20,Ed Sheeran</b><br/>Thinking Out Loud</a>,W 26 | P 3,29,26.04.2015
neu,Rihanna</b><br/>American Oxygen</a>,W 1 | P 30,30,26.04.2015
neu,DAT ADAM</b><br/>Forrest</a>,W 1 | P 31,31,26.04.2015
VW 34,Carly Rae Jepsen</b><br/>I Really Like You</a>,W 3 | P 32,32,26.04.2015
VW 28,Rihanna</b><br/>Bitch Better Have My Money</a>,W 4 | P 7,33,26.04.2015
VW 29,Calvin Harris feat. Ellie Goulding</b><br/>Outside</a>,W 27 | P 5,34,26.04.2015
VW 40,Ariana Grande</b><br/>One Last Time</a>,W 9 | P 25,35,26.04.2015
VW 35,Olly Murs feat. Demi Lovato</b><br/>Up</a>,W 14 | P 35,36,26.04.2015
VW 48,Philip George</b><br/>Wish You Were Mine</a>,W 11 | P 37,37,26.04.2015
VW 38,Sam Smith</b><br/>Stay With Me</a>,W 50 | P 6,38,26.04.2015
VW 32,Lilly Wood &amp; The Prick and Robin Schulz</b><br/>Prayer In C (Robin Schulz Remix)</a>,W 46 | P 1,39,26.04.2015
VW 52,Stefanie Heinzmann</b><br/>In The End</a>,W 7 | P 9,40,26.04.2015
VW 33,Sia</b><br/>Chandelier</a>,W 49 | P 2,41,26.04.2015
VW 49,The Avener</b><br/>Fade Out Lines</a>,W 30 | P 3,42,26.04.2015
VW 45,Sam Smith</b><br/>I'm Not The Only One</a>,W 32 | P 12,43,26.04.2015
VW 39,John Legend</b><br/>All Of Me</a>,W 64 | P 1,44,26.04.2015
VW 43,Chris Brown x Tyga</b><br/>Ayo</a>,W 11 | P 43,45,26.04.2015
VW 72,Philipp Dittberner &amp; Marv</b><br/>Wolke 4</a>,W 2 | P 46,46,26.04.2015
VW 41,Avicii</b><br/>The Nights</a>,W 20 | P 17,47,26.04.2015
VW 56,Louane</b><br/>Avenir</a>,W 9 | P 42,48,26.04.2015
VW 53,Jessie J / Ariana Grande / Nicki Minaj</b><br/>Bang Bang</a>,W 37 | P 21,49,26.04.2015
VW 42,Kid Ink| Tyga| Wale| YG| Rich Homie Quan</b><br/>Ride Out</a>,W 3 | P 25,50,26.04.2015
VW 60,Echosmith</b><br/>Cool Kids</a>,W 18 | P 9,51,26.04.2015
VW 46,Meghan Trainor</b><br/>Lips Are Movin</a>,W 15 | P 18,52,26.04.2015
VW 54,Pitbull &amp; Ne-Yo</b><br/>Time Of Our Lives</a>,W 7 | P 35,53,26.04.2015
VW 44,AronChupa</b><br/>I'm An Albatraoz</a>,W 23 | P 6,54,26.04.2015
VW 58,Christine And The Queens</b><br/>Christine</a>,W 11 | P 38,55,26.04.2015
VW 47,David Guetta feat. Sam Martin</b><br/>Dangerous</a>,W 24 | P 1,56,26.04.2015
VW 64,Taylor Swift</b><br/>Blank Space</a>,W 23 | P 12,57,26.04.2015
VW 36,Robin Schulz feat. Jasmine Thompson</b><br/>Sun Goes Down</a>,W 31 | P 3,58,26.04.2015
re,Tim Bendzko feat. Cassandra Steen</b><br/>Unter die Haut</a>,W 2 | P 59,59,26.04.2015
VW 59,Zedd feat. Selena Gomez</b><br/>I Want You To Know</a>,W 8 | P 50,60,26.04.2015
VW 57,Meghan Trainor</b><br/>All About That Bass</a>,W 36 | P 1,61,26.04.2015
VW 61,Enrique Iglesias feat. Descemer Bueno / Gente De Zona</b><br/>Bailando</a>,W 51 | P 4,62,26.04.2015
VW 37,Hoodie Allen feat. Ed Sheeran</b><br/>All About It</a>,W 6 | P 34,63,26.04.2015
VW 55,Mumford &amp; Sons</b><br/>Believe</a>,W 6 | P 47,64,26.04.2015
VW 62,Tove Lo</b><br/>Habits</a>,W 39 | P 3,65,26.04.2015
VW 68,Müslüm</b><br/>La bambele</a>,W 15 | P 10,66,26.04.2015
VW 74,David Guetta feat. Emeli Sandé</b><br/>What I Did For Love</a>,W 10 | P 37,67,26.04.2015
VW 75,Lo &amp; Leduc</b><br/>Bini bi dir</a>,W 2 | P 68,68,26.04.2015
VW 69,Pharrell Williams</b><br/>Happy</a>,W 73 | P 1,69,26.04.2015
VW 63,Calvin Harris feat. John Newman</b><br/>Blame</a>,W 33 | P 4,70,26.04.2015
re,Andreas Bourani</b><br/>Auf anderen Wegen</a>,W 22 | P 31,71,26.04.2015
neu,Martin Solveig &amp; GTA</b><br/>Intoxicated</a>,W 1 | P 72,72,26.04.2015
re,Helene Fischer</b><br/>Atemlos durch die Nacht</a>,W 73 | P 2,73,26.04.2015
re,Galantis</b><br/>Runaway (U &amp; I)</a>,W 11 | P 42,74,26.04.2015
neu,Calvin Harris feat. Haim</b><br/>Pray To God</a>,W 1 | P 75,75,26.04.2015
VW 1,Wiz Khalifa feat. Charlie Puth</b><br/>See You Again</a>,W 6 | P 1,1,03.05.2015
VW 2,Lost Frequencies</b><br/>Are You With Me</a>,W 13 | P 1,2,03.05.2015
VW 3,Omi</b><br/>Cheerleader (Felix Jaehn Remix)</a>,W 13 | P 1,3,03.05.2015
VW 7,Major Lazer &amp; DJ Snake feat. MØ</b><br/>Lean On</a>,W 6 | P 4,4,03.05.2015
VW 5,Felix Jaehn feat. Jasmine Thompson</b><br/>Ain't Nobody (Loves Me Better)</a>,W 4 | P 5,5,03.05.2015
VW 6,Ellie Goulding</b><br/>Love Me Like You Do</a>,W 12 | P 1,6,03.05.2015
VW 4,Kygo feat. Conrad</b><br/>Firestone</a>,W 13 | P 4,7,03.05.2015
VW 17,Nicky Jam &amp; Enrique Iglesias</b><br/>El perdón</a>,W 5 | P 8,8,03.05.2015
VW 9,Years &amp; Years</b><br/>King</a>,W 7 | P 9,9,03.05.2015
VW 11,Zara Larsson</b><br/>Uncover</a>,W 7 | P 10,10,03.05.2015
neu,Feder feat. Lyse</b><br/>Goodbye</a>,W 1 | P 11,11,03.05.2015
VW 8,Rihanna and Kanye West and Paul McCartney</b><br/>FourFiveSeconds</a>,W 14 | P 3,12,03.05.2015
VW 21,James Bay</b><br/>Hold Back The River</a>,W 17 | P 4,13,03.05.2015
VW 10,Mark Ronson feat. Bruno Mars</b><br/>Uptown Funk!</a>,W 24 | P 2,14,03.05.2015
VW 15,Kygo feat. Parson James</b><br/>Stole The Show</a>,W 5 | P 15,15,03.05.2015
VW 12,Hozier</b><br/>Take Me To Church</a>,W 32 | P 1,16,03.05.2015
VW 19,Madcon feat. Ray Dalton</b><br/>Don't Worry</a>,W 3 | P 17,17,03.05.2015
VW 20,Robin Schulz feat. Ilsey</b><br/>Headlights</a>,W 4 | P 18,18,03.05.2015
VW 18,Jason Derulo</b><br/>Want To Want Me</a>,W 3 | P 16,19,03.05.2015
VW 14,Maroon 5</b><br/>Sugar</a>,W 15 | P 10,20,03.05.2015
VW 13,Dodo</b><br/>Hippie-Bus</a>,W 10 | P 13,21,03.05.2015
VW 22,The Weeknd</b><br/>Earned It</a>,W 15 | P 7,22,03.05.2015
VW 16,Klingande feat. Broken Back</b><br/>Riva (Restart The Game)</a>,W 5 | P 6,23,03.05.2015
VW 24,Kelly Clarkson</b><br/>Heartbeat Song</a>,W 9 | P 24,24,03.05.2015
VW 29,Ed Sheeran</b><br/>Thinking Out Loud</a>,W 27 | P 3,25,03.05.2015
VW 35,Ariana Grande</b><br/>One Last Time</a>,W 10 | P 25,26,03.05.2015
VW 27,Kwabs</b><br/>Walk</a>,W 25 | P 4,27,03.05.2015
VW 28,Nickless</b><br/>Waiting</a>,W 8 | P 14,28,03.05.2015
VW 23,Sia feat. The Weeknd &amp; Diplo</b><br/>Elastic Heart</a>,W 16 | P 12,29,03.05.2015
VW 25,Flo Rida feat. Sage The Gemini &amp; Lookas</b><br/>G.D.F.R.</a>,W 16 | P 23,30,03.05.2015
VW 41,Sia</b><br/>Chandelier</a>,W 50 | P 2,31,03.05.2015
VW 30,Rihanna</b><br/>American Oxygen</a>,W 2 | P 30,32,03.05.2015
VW 32,Carly Rae Jepsen</b><br/>I Really Like You</a>,W 4 | P 32,33,03.05.2015
VW 26,Lo &amp; Leduc</b><br/>Jung verdammt</a>,W 31 | P 2,34,03.05.2015
VW 40,Stefanie Heinzmann</b><br/>In The End</a>,W 8 | P 9,35,03.05.2015
VW 33,Rihanna</b><br/>Bitch Better Have My Money</a>,W 5 | P 7,36,03.05.2015
VW 36,Olly Murs feat. Demi Lovato</b><br/>Up</a>,W 15 | P 35,37,03.05.2015
VW 39,Lilly Wood &amp; The Prick and Robin Schulz</b><br/>Prayer In C (Robin Schulz Remix)</a>,W 47 | P 1,38,03.05.2015
VW 34,Calvin Harris feat. Ellie Goulding</b><br/>Outside</a>,W 28 | P 5,39,03.05.2015
VW 49,Jessie J / Ariana Grande / Nicki Minaj</b><br/>Bang Bang</a>,W 38 | P 21,40,03.05.2015
VW 38,Sam Smith</b><br/>Stay With Me</a>,W 51 | P 6,41,03.05.2015
VW 43,Sam Smith</b><br/>I'm Not The Only One</a>,W 33 | P 12,42,03.05.2015
VW 46,Philipp Dittberner &amp; Marv</b><br/>Wolke 4</a>,W 3 | P 43,43,03.05.2015
VW 48,Louane</b><br/>Avenir</a>,W 10 | P 42,44,03.05.2015
VW 44,John Legend</b><br/>All Of Me</a>,W 65 | P 1,45,03.05.2015
neu,Remady &amp; Manu-L feat. J-Son</b><br/>Livin' la vida</a>,W 1 | P 46,46,03.05.2015
VW 42,The Avener</b><br/>Fade Out Lines</a>,W 31 | P 3,47,03.05.2015
VW 45,Chris Brown x Tyga</b><br/>Ayo</a>,W 12 | P 43,48,03.05.2015
VW 53,Pitbull &amp; Ne-Yo</b><br/>Time Of Our Lives</a>,W 8 | P 35,49,03.05.2015
VW 60,Zedd feat. Selena Gomez</b><br/>I Want You To Know</a>,W 9 | P 50,50,03.05.2015
VW 47,Avicii</b><br/>The Nights</a>,W 21 | P 17,51,03.05.2015
VW 37,Philip George</b><br/>Wish You Were Mine</a>,W 12 | P 37,52,03.05.2015
neu,DAT ADAM</b><br/>700 Main St</a>,W 1 | P 53,53,03.05.2015
VW 54,AronChupa</b><br/>I'm An Albatraoz</a>,W 24 | P 6,54,03.05.2015
VW 58,Robin Schulz feat. Jasmine Thompson</b><br/>Sun Goes Down</a>,W 32 | P 3,55,03.05.2015
VW 50,Kid Ink| Tyga| Wale| YG| Rich Homie Quan</b><br/>Ride Out</a>,W 4 | P 25,56,03.05.2015
VW 64,Mumford &amp; Sons</b><br/>Believe</a>,W 7 | P 47,57,03.05.2015
VW 62,Enrique Iglesias feat. Descemer Bueno / Gente De Zona</b><br/>Bailando</a>,W 52 | P 4,58,03.05.2015
VW 61,Meghan Trainor</b><br/>All About That Bass</a>,W 37 | P 1,59,03.05.2015
re,David Guetta feat. Nicki Minaj &amp; Afrojack</b><br/>Hey Mama</a>,W 2 | P 60,60,03.05.2015
neu,BBQrew</b><br/>Chill'n'Grill</a>,W 1 | P 61,61,03.05.2015
VW 56,David Guetta feat. Sam Martin</b><br/>Dangerous</a>,W 25 | P 1,62,03.05.2015
VW 51,Echosmith</b><br/>Cool Kids</a>,W 19 | P 9,63,03.05.2015
neu,Louane</b><br/>Jour 1</a>,W 1 | P 64,64,03.05.2015
VW 52,Meghan Trainor</b><br/>Lips Are Movin</a>,W 16 | P 18,65,03.05.2015
neu,Michael Calfan</b><br/>Treasured Soul</a>,W 1 | P 66,66,03.05.2015
VW 65,Tove Lo</b><br/>Habits</a>,W 40 | P 3,67,03.05.2015
neu,Nicole Bernegger</b><br/>Don't Stay Away</a>,W 1 | P 68,68,03.05.2015
VW 55,Christine And The Queens</b><br/>Christine</a>,W 12 | P 38,69,03.05.2015
VW 73,Helene Fischer</b><br/>Atemlos durch die Nacht</a>,W 74 | P 2,70,03.05.2015
re,A Great Big World and Christina Aguilera</b><br/>Say Something</a>,W 25 | P 20,71,03.05.2015
VW 63,Hoodie Allen feat. Ed Sheeran</b><br/>All About It</a>,W 7 | P 34,72,03.05.2015
re,Mark Forster feat. Sido</b><br/>Au revoir</a>,W 41 | P 6,73,03.05.2015
re,Meghan Trainor</b><br/>Dear Future Husband</a>,W 2 | P 73,74,03.05.2015
VW 57,Taylor Swift</b><br/>Blank Space</a>,W 24 | P 12,75,03.05.2015
VW 1,Wiz Khalifa feat. Charlie Puth</b><br/>See You Again</a>,W 7 | P 1,1,10.05.2015
